,,,,,,,,,,,,,,,,
Status,Submittal ID,Subject,From Company,Expected,Received,Days Late Received,Due Date,Days Late Responding,Responded,Final Response,Last Action Action,Prepared On,Closed,Days +/-,row height,Days +/- responding
,09 96 00-004-00,09 96 00-004-00 HIGH-PERFORMANCE COATINGS - Samples,Mortenson Construction,,4/23/2021,,5/7/2021,,5/4/2021,Approved,Approved,10/11/2021,5/4/2021,31650,R,-11
,09 96 00-005-00,09 96 00-005-00 HIGH-PERFORMANCE COATINGS - Product Data,Mortenson Construction,,1/22/2021,,2/5/2021,,2/11/2021,Approved as Noted,Approved as Noted,10/11/2021,2/11/2021,31585,R,-11
,09 96 00-008-00,09 96 00-008-00 Roof Steel Paint: Tnemec Series 115 - Product Data,Mortenson Construction,,12/18/2019,,1/10/2020,,1/7/2020,Approved,Approved,10/11/2021,1/7/2020,31298,R,-18
,09 96 00-009-00,09 96 00-009-00 Trichord Steel Touch-Up Paint: Tnemec Series 115 - Sample,Mortenson Construction,,1/30/2020,,2/13/2020,,2/6/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,2/6/2020,31329,R,-11
,09 96 00-009-01,09 96 00-009-01 Trichord Steel Touch-Up Paint: Tnemec Series 1029 - Sample,Mortenson Construction,,5/20/2020,,6/4/2020,,5/20/2020,Approved,Approved,10/11/2021,5/20/2020,31408,R,-12
,09 96 00-010-00,09 96 00-010-00 High Performance Coating - Historic Curtainwall Painting System,Mortenson Construction,,5/4/2020,,5/18/2020,,5/12/2020,Approved,Approved,10/11/2021,5/12/2020,31396,R,-11
,09 96 00-011-00,09 96 00-011-00 High Performance Coatings - Wrought Iron and White Diamond PPG Paint Samples,Mortenson Construction,,6/1/2020,,6/15/2020,,6/15/2020,Approved,Approved,10/11/2021,6/15/2020,31416,R,-11
,09 96 00-012-00,09 96 00-012-00 Steel Paint Samples,Mortenson Construction,,6/24/2020,,7/9/2020,,8/6/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,8/6/2020,31433,R,-12
,09 96 00-012-01,"09 96 00-012-01 Steel Paint Samples - Wrought Iron, White Diamond, & Peppercorn",Mortenson Construction,,8/19/2020,,9/2/2020,,9/10/2020,Approved as Noted,Approved as Noted,10/11/2021,9/10/2020,31473,R,-11
,09 96 00-013-00,09 96 00-013-00 Interior and Exterior Exposed Galvanized Metal Paint PD,Mortenson Construction,,4/30/2021,,5/14/2021,,5/3/2021,Approved,Approved,10/11/2021,5/3/2021,31655,R,-11
,09 96 00-014-00,09 96 00-014-00 High-Performance Coatings - Tnemec Coatings Product Data,Mortenson Construction,,4/30/2021,,5/14/2021,,5/18/2021,Approved,Approved,10/11/2021,5/18/2021,31655,R,-11
,09 96 00-015-00,09 96 00-015-00 HIGH-PERFORMANCE COATINGS - EP9 and EP10 Color Samples,Mortenson Construction,,5/11/2021,,5/25/2021,,5/18/2021,Approved,Approved,10/11/2021,5/18/2021,31662,R,-11
,09 96 00-016-00,09 96 00-016-00 HIGH PERFORMANCE - Stair Nose Striping - Product Data,Mortenson Construction,,6/1/2021,,6/15/2021,,6/3/2021,Approved,Approved,10/11/2021,6/3/2021,31677,R,-11
,09 96 00-016-01,09 96 00-016-01 HIGH PERFORMANCE - Stair Nose Striping - Product Data,Mortenson Construction,,9/15/2021,,9/28/2021,,9/15/2021,Approved,Approved,10/11/2021,9/15/2021,31753,R,-10
,09 96 00-017-00,09 96 00-017-00 HIGH PERFORMANCE - Stair Nose Striping - Samples,Mortenson Construction,,6/4/2021,,6/18/2021,,6/14/2021,Approved,Approved,10/11/2021,6/14/2021,31680,R,-11
,09 96 00-017-01,09 96 00-017-01 HIGH PERFORMANCE - Stair Nose Striping - Samples,Mortenson Construction,,6/16/2021,,6/30/2021,,6/23/2021,Approved,Approved,10/11/2021,6/23/2021,31688,R,-11
,09 96 00-018-00,09 96 00-018-00 Kraken Rum Bar Floor - Sample,Mortenson Construction,,8/24/2021,,9/7/2021,,8/30/2021,Approved,Approved,10/11/2021,8/30/2021,31737,R,-11
,09 96 00-019-00,09 96 00-019-00 HIGH-PERFORMANCE COATINGS - Mt. Baker Floor Graphics Coating - Product Data,Mortenson Construction,,9/14/2021,,9/28/2021,,9/20/2021,Approved,Approved,10/11/2021,9/20/2021,31752,R,-11
,09 96 00-020-00,09 96 00-020-00 HIGH PERFORMANCE COATINGS - Mt. Baker Floor Graphics Paint Samples,Mortenson Construction,,9/22/2021,,10/6/2021,,9/23/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,9/23/2021,31758,R,-11
,09 97 23-001-00,09 97 23-001-00 CONCRETE STORM WATER DETENTION LINING - Product Data,Mortenson Construction,,8/24/2020,,9/8/2020,,9/10/2020,Approved,Approved,10/11/2021,9/10/2020,31476,R,-12
,09 97 23-007-00,09 97 23-007-00 CONCRETE STORM DETENTION LINING - SHOP DRAWINGS,Mortenson Construction,,9/3/2020,,9/18/2020,,9/10/2020,Approved,Approved,10/11/2021,9/10/2020,31484,R,-12
,10 11 00-001-00,10 11 00-001-00 VISUAL DISPLAY UNITS - MB1 Sample,Mortenson Construction,,4/8/2021,,4/22/2021,,4/20/2021,Approved as Noted,Approved as Noted,10/11/2021,4/20/2021,31639,R,-11
,10 11 00-002-00,10 11 00-002-00 VISUAL DISPLAY UNITS - NHL Home/Visitor Locker Shop Drawings,Mortenson Construction,,5/19/2021,,6/3/2021,,5/19/2021,Approved as Noted,Approved as Noted,10/11/2021,5/19/2021,31668,R,-12
,10 11 00-003-00,10 11 00-003-00 VISUAL DISPLAY UNITS - MB1 Product Data & LEED,Mortenson Construction,,8/25/2021,,9/8/2021,,9/2/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,9/2/2021,31738,R,-11
,10 11 00-004-00,10 11 00-004-00 VISUAL DISPLAY UNITS - MB3 Product Data & LEED,Mortenson Construction,,8/25/2021,,9/8/2021,,9/2/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,9/2/2021,31738,R,-11
,10 11 00-006-00,10 11 00-006-00 VISUAL DISPLAY UNITS - MB3 Verification Sample,Mortenson Construction,,5/28/2021,,6/11/2021,,6/1/2021,Approved as Noted,Approved as Noted,10/11/2021,6/1/2021,31675,R,-11
,10 14 00-001-00,10 14 00-001-00 Code Signage Pkg. 1,Mortenson Construction,,4/5/2021,,4/19/2021,,4/8/2021,Approved as Noted,Approved as Noted,10/11/2021,4/8/2021,31636,R,-11
,10 14 00-002-00,10 14 00-002-00 Code Signage Pkg. 2,Mortenson Construction,,4/21/2021,,5/5/2021,,5/14/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/14/2021,31648,R,-11
,10 14 00-002-01,10 14 00-002-01 Code Signage Pkg. 2,Mortenson Construction,,5/28/2021,,6/14/2021,,6/8/2021,Approved as Noted,Approved as Noted,10/11/2021,6/8/2021,31675,R,-12
,10 14 00-004-00,10 14 00-004-00 Signage Paint Samples,Mortenson Construction,,4/23/2021,,5/7/2021,,5/13/2021,For Information Only,For Information Only,10/11/2021,5/13/2021,31650,R,-11
,10 14 00-005-00,10 14 00-005-00 Signage Shop Drawings Pkg. #3,Mortenson Construction,,4/29/2021,,5/13/2021,,5/14/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/14/2021,31654,R,-11
,10 14 00-005-01,10 14 00-005-01 Signage Shop Drawings Pkg. #3,Mortenson Construction,,6/4/2021,,6/18/2021,,6/15/2021,Approved as Noted,Approved as Noted,10/11/2021,6/15/2021,31680,R,-11
,10 14 00-006-00,10 14 00-006-00 Vinyl Samples,Mortenson Construction,,4/29/2021,,5/13/2021,,5/13/2021,Approved as Noted,Approved as Noted,10/11/2021,5/13/2021,31654,R,-11
,10 14 00-007-00,10 14 00-007-00 Gradient Signage Samples,Mortenson Construction,,5/3/2021,,5/17/2021,,5/13/2021,For Information Only,For Information Only,10/11/2021,5/13/2021,31656,R,-11
,10 14 00-008-00,10 14 00-008-00 Signage Package #4,Mortenson Construction,,5/11/2021,,5/25/2021,,5/19/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/19/2021,31662,R,-11
,10 14 00-008-01,10 14 00-008-01 Signage Package #4,Mortenson Construction,,7/8/2021,,7/22/2021,,7/21/2021,Approved as Noted,Approved as Noted,10/11/2021,7/21/2021,31704,R,-11
,10 14 00-009-00,10 14 00-009-00 Signage Package #5,Mortenson Construction,,5/18/2021,,6/2/2021,,5/28/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/28/2021,31667,R,-12
,10 14 00-010-00,10 14 00-010-00 Signage Package #6,Mortenson Construction,,5/24/2021,,6/8/2021,,6/15/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/15/2021,31671,R,-12
,10 14 00-011-00,10 14 00-011-00 Signage Package #7,Mortenson Construction,,6/1/2021,,6/15/2021,,6/16/2021,Approved as Noted,Approved as Noted,10/11/2021,6/16/2021,31677,R,-11
,10 14 00-011-01,10 14 00-011-01 Signage Packages 5-8 Resubmittal,Mortenson Construction,,7/21/2021,,8/4/2021,,8/11/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,8/11/2021,31713,R,-11
,10 14 00-012-00,10 14 00-012-00 Signage Mock-Up Submittal #1,Mortenson Construction,,5/11/2021,,5/25/2021,,5/14/2021,Approved as Noted,Approved as Noted,10/11/2021,5/14/2021,31662,R,-11
,10 14 00-013-00,10 14 00-013-00 Signage Paint Samples #2,Mortenson Construction,,5/28/2021,,6/14/2021,,6/7/2021,For Information Only,For Information Only,10/11/2021,6/7/2021,31675,R,-12
,10 14 00-014-00,10 14 00-014-00 Signage Mock-Up Submittal #2,Mortenson Construction,,6/1/2021,,6/15/2021,,6/22/2021,Approved as Noted,Approved as Noted,10/11/2021,6/22/2021,31677,R,-11
,10 14 00-015-00,10 14 00-015-00 Signage Mock-Up Submittal #3,Mortenson Construction,,6/7/2021,,6/21/2021,,6/16/2021,Approved as Noted,Approved as Noted,10/11/2021,6/16/2021,31681,R,-11
,10 14 00-016-00,10 14 00-016-00 Paint and Digital Print Samples,Mortenson Construction,,6/8/2021,,6/22/2021,,6/24/2021,Approved as Noted,Approved as Noted,10/11/2021,6/24/2021,31682,R,-11
,10 14 00-017-00,10 14 00-017-00 X-03B Shop Drawing,Mortenson Construction,,6/9/2021,,6/23/2021,,6/15/2021,Approved as Noted,Approved as Noted,10/11/2021,6/15/2021,31683,R,-11
,10 14 00-018-00,"10 14 00-018-00 Signage Mock-Up Submittal #4 (ID-04B, ID-22, MC-04, ID-03C, D-06A)",Mortenson Construction,,6/18/2021,,7/2/2021,,6/24/2021,Approved as Noted,Approved as Noted,10/11/2021,6/24/2021,31690,R,-11
,10 14 00-019-00,"10 14 00-019-00 Paints and Digital samples (P8, P6, P3, P9, SW7068 + Digital Prints)",Mortenson Construction,,6/21/2021,,7/5/2021,,6/24/2021,Approved,Approved,10/11/2021,6/24/2021,31691,R,-11
,10 14 00-020-00,10 14 00-020-00 Signage Package #8,Mortenson Construction,,6/21/2021,,7/5/2021,,6/30/2021,Approved as Noted,Approved as Noted,10/11/2021,6/30/2021,31691,R,-11
,10 14 00-021-00,"10 14 00-021-00 Paints and Digital Samples (DP3, DP6, DP8, DP9, DP11 & P36)",Mortenson Construction,,6/25/2021,,7/9/2021,,6/29/2021,Approved as Noted,Approved as Noted,10/11/2021,6/29/2021,31695,R,-11
,10 14 00-022-00,10 14 00-022-00 Signage Package #9 - SS-06 & TC-06,Mortenson Construction,,6/28/2021,,7/13/2021,,7/15/2021,Approved as Noted,Approved as Noted,10/11/2021,7/15/2021,31696,R,-12
,10 14 00-023-00,10 14 00-023-00 Kraken Bar - Ceiling Element Shop Drawings,Mortenson Construction,,6/29/2021,,7/14/2021,,7/9/2021,Approved as Noted,Approved as Noted,10/11/2021,7/9/2021,31697,R,-12
,10 14 00-024-00,10 14 00-024-00 Kraken Bar - Ceiling Element Samples,Mortenson Construction,,7/9/2021,,7/23/2021,,7/8/2021,Approved,Approved,10/11/2021,7/8/2021,31705,R,-11
,10 14 00-025-00,10 14 00-025-00 Signage Paint Samples #3,Mortenson Construction,,7/15/2021,,7/29/2021,,7/27/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/27/2021,31709,R,-11
,10 14 00-026-00,10 14 00-026-00 Signage On Site Paint Samples,Mortenson Construction,,7/27/2021,,8/10/2021,,7/27/2021,Approved,Approved,10/11/2021,7/27/2021,31717,R,-11
,10 14 00-027-00,10 14 00-027-00 P46 / P47 Paint Samples,Mortenson Construction,,8/3/2021,,8/17/2021,,8/3/2021,Approved,Approved,10/11/2021,8/3/2021,31722,R,-11
,10 14 00-028-00,10 14 00-028-00 Garage Signage Package,Mortenson Construction,,8/3/2021,,8/17/2021,,8/12/2021,Approved as Noted,Approved as Noted,10/11/2021,8/12/2021,31722,R,-11
,10 14 00-029-00,10 14 00-029-00 Bondo's Booth Sign,Mortenson Construction,,8/5/2021,,8/19/2021,,8/5/2021,Approved as Noted,Approved as Noted,10/11/2021,8/5/2021,31724,R,-11
,10 14 00-030-00,10 14 00-030-00 D-01B Structural Engineering,Mortenson Construction,,8/10/2021,,8/24/2021,,9/1/2021,Approved,Approved,10/11/2021,9/1/2021,31727,R,-11
,10 14 00-031-00,10 14 00-031-00 G-14B Signage,Mortenson Construction,,8/11/2021,,8/25/2021,,8/18/2021,Approved as Noted,Approved as Noted,10/11/2021,8/18/2021,31728,R,-11
,10 14 00-032-00,10 14 00-032-00 Kraken Rum Sign Shop Drawings,Mortenson Construction,,8/25/2021,,9/8/2021,,9/8/2021,Not Required For Review,Not Required For Review,10/11/2021,9/8/2021,31738,R,-11
,10 14 00-033-00,10 14 00-033-00 Kraken Rum Bar Sign Structural Calculations,Mortenson Construction,,8/31/2021,,9/17/2021,,9/16/2021,Approved as Noted,Approved as Noted,10/11/2021,9/16/2021,31742,R,-14
,10 21 13.15-001-00,"10 21 13.15-001-00 Toilet, Bath, and Laundry Accessories - TA87 Product Data & Product Schedule",Mortenson Construction,,3/9/2021,,3/23/2021,,3/17/2021,Approved,Approved,10/11/2021,3/17/2021,31617,R,-11
,10 21 13.15-002-00,10 21 13.15-002-00 STAINLESS-STEEL TOILET COMPARTMENTS - Product Data,Mortenson Construction,,4/6/2021,,4/20/2021,,4/15/2021,Approved,Approved,10/11/2021,4/15/2021,31637,R,-11
,10 21 13.15-003-00,10 21 13.15-003-00 STAINLESS-STEEL TOILET COMPARTMENTS - Shop Drawings,Mortenson Construction,,12/7/2020,,12/21/2020,,12/18/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,12/18/2020,31551,R,-11
,10 21 13.15-004-00,10 21 13.15-004-00 STAINLESS-STEEL TOILET COMPARTMENTS - Samples,Mortenson Construction,,11/19/2020,,12/7/2020,,12/4/2020,Approved,Approved,10/11/2021,12/4/2020,31539,R,-13
,10 21 13.15-007-00,10 21 13.15-007-00 STAINLESS-STEEL TOILET COMPARTMENTS - Maintenance Data,Mortenson Construction,,4/20/2021,,5/4/2021,,5/4/2021,Approved as Noted,Approved as Noted,10/11/2021,5/4/2021,31647,R,-11
,10 21 13.15-008-00,10 21 13.15-008-00 Stainless Steel Toilet Compartment Shop Drawings (Base Building & Locker Rooms),Mortenson Construction,,3/12/2021,,3/26/2021,,3/23/2021,Approved as Noted,Approved as Noted,10/11/2021,3/23/2021,31620,R,-11
,10 21 13.17-002-00,10 21 13.17-002-00 PHENOLIC-CORE TOILET COMPARTMENTS - Product Data,Mortenson Construction,,4/20/2021,,5/4/2021,,5/4/2021,Approved,Approved,10/11/2021,5/4/2021,31647,R,-11
,10 21 13.17-003-00,10 21 13.17-003-00 PHENOLIC-CORE TOILET COMPARTMENTS - Shop Drawings,Mortenson Construction,,12/11/2020,,1/5/2021,,12/23/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,12/23/2020,31555,R,-18
,10 21 13.17-003-01,10 21 13.17-003-01 Phenolic Shop Drawings - (Base Building & Premium),Mortenson Construction,,3/12/2021,,3/26/2021,,3/18/2021,Approved as Noted,Approved as Noted,10/11/2021,3/18/2021,31620,R,-11
,10 21 13.17-004-00,10 21 13.17-004-00 PHENOLIC-CORE TOILET COMPARTMENTS - Sample for Partitions @ Concourse Restrooms,Mortenson Construction,,9/16/2020,,9/30/2020,,9/28/2020,Approved,Approved,10/11/2021,9/28/2020,31493,R,-11
,10 21 13.17-005-00,10 21 13.17-005-00 PHENOLIC-CORE TOILET COMPARTMENTS - Product Schedule,Mortenson Construction,,4/23/2021,,5/7/2021,,5/5/2021,Approved as Noted,Approved as Noted,10/11/2021,5/5/2021,31650,R,-11
,10 21 13.17-007-00,10 21 13.17-007-00 PHENOLIC-CORE TOILET COMPARTMENTS - Maintenance Data,Mortenson Construction,,4/20/2021,,5/4/2021,,5/4/2021,Approved as Noted,Approved as Noted,10/11/2021,5/4/2021,31647,R,-11
,10 21 13.17-009-00,10 21 13.17-009-00 PHENOLIC-CORE TOILET COMPARTMENTS - Warranty,Mortenson Construction,,3/16/2021,,3/30/2021,,3/17/2021,Approved,Approved,10/11/2021,3/17/2021,31622,R,-11
,10 21 13.17-010-00,10 21 13.17-010-00 PHENOLIC-CORE TOILET COMPARTMENTS - Mockup Shop Drawings Rooms 03.35.03 & 03.35.02,Mortenson Construction,,8/24/2020,,9/8/2020,,9/8/2020,Approved as Noted,Approved as Noted,10/11/2021,9/8/2020,31476,R,-12
,10 21 13.17-011-00,10 21 13.17-011-00 Premium Space Phenolic Partition Sample,Mortenson Construction,,2/11/2021,,2/25/2021,,2/25/2021,Approved as Noted,Approved as Noted,10/11/2021,2/25/2021,31599,R,-11
,10 21 13.17-012-00,10 21 13.17-012-00 Phenolic Toilet Compartment - Suite Level Area D and C Shop Drawings,Mortenson Construction,,2/23/2021,,3/9/2021,,3/9/2021,Approved as Noted,Approved as Noted,10/11/2021,3/9/2021,31607,R,-11
,10 21 13.17-013-00,10 21 13.17-013-00 Phenolic Shop Drawings - WNBA,Mortenson Construction,,4/5/2021,,4/19/2021,,4/13/2021,Approved,Approved,10/11/2021,4/13/2021,31636,R,-11
,10 21 13-001-01,"10 21 13-001-01 Toilet, Bath, and Laundry Accessories - TA87 Product Data & Product Schedule",Mortenson Construction,,3/24/2021,,4/7/2021,,3/26/2021,Approved as Noted,Approved as Noted,10/11/2021,3/26/2021,31628,R,-11
,10 22 39-002-00,"10 22 39-002-00 FOLDING PANEL PARTITIONS - Product Data, Warranty, & Test Reports",Mortenson Construction,,1/21/2021,,2/4/2021,,1/29/2021,Approved,Approved,10/11/2021,1/29/2021,31584,R,-11
,10 22 39-007-00,10 22 39-007-00 FOLDING PANEL PARTITIONS - Shop Drawings (Base Building),Mortenson Construction,,12/7/2020,,12/21/2020,,12/21/2020,Approved as Noted,Approved as Noted,10/11/2021,12/21/2020,31551,R,-11
,10 22 39-008-00,10 22 39-008-00 FOLDING PANEL PARTITIONS - Samples for MAARS Living Wall & Hufcor Partition,Mortenson Construction,,1/25/2021,,2/8/2021,,2/16/2021,Approved as Noted,Approved as Noted,10/11/2021,2/16/2021,31586,R,-11
,10 22 39-009-00,10 22 39-009-00 FOLDING PANEL PARTITIONS - Delegated-Design Submittal,Mortenson Construction,,1/21/2021,,2/4/2021,,2/16/2021,Approved as Noted,Approved as Noted,10/11/2021,2/16/2021,31584,R,-11
,10 22 39-015-00,10 22 39-015-00 FOLDING PANEL PARTITIONS - O&M Manuals,Mortenson Construction,,1/21/2021,,2/4/2021,,2/5/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,2/5/2021,31584,R,-11
,10 22 39-018-00,10 22 39-018-00 Folding Panel Partition Sample for Initial Selection,Mortenson Construction,,11/19/2020,,12/7/2020,,11/30/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,11/30/2020,31539,R,-13
,10 22 39-018-01,10 22 39-018-01 Folding Panel Partition Sample for Initial Selection (Event Level),Mortenson Construction,,12/3/2020,,12/17/2020,,12/8/2020,Approved,Approved,10/11/2021,12/8/2020,31549,R,-11
,10 22 39-019-00,10 22 39-019-00 Folding Panel & Demountable Partitions Shop Drawings - Owner's Suite,Mortenson Construction,,1/11/2021,,1/26/2021,,1/26/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,1/26/2021,31576,R,-12
,10 22 39-019-01,10 22 39-019-01 Demountable Partitions Shop Drawings - Owner's Suite,Mortenson Construction,,4/8/2021,,4/22/2021,,4/14/2021,Approved as Noted,Approved as Noted,10/11/2021,4/14/2021,31639,R,-11
,10 22 39-021-00,"10 22 39-021-00 FOLDING PANEL PARTITIONS - Owner's Suite - Shop Drawings, Product Data, & Sample Warranty",Mortenson Construction,,4/5/2021,,4/19/2021,,4/14/2021,Approved as Noted,Approved as Noted,10/11/2021,4/14/2021,31636,R,-11
,10 22 39-021-01,"10 22 39-021-01 FOLDING PANEL PARTITIONS - Owner's Suite - Shop Drawings, Product Data, & Sample Warranty",Mortenson Construction,,4/30/2021,,5/14/2021,,5/10/2021,Approved as Noted,Approved as Noted,10/11/2021,5/10/2021,31655,R,-11
,10 22 39-023-00,10 22 39-023-00 FOLDING PANEL PARTITIONS - Samples for Verification,Mortenson Construction,,4/7/2021,,4/21/2021,,4/14/2021,Approved as Noted,Approved as Noted,10/11/2021,4/14/2021,31638,R,-11
,10 22 39-025-00,10 22 39-025-00 FOLDING PANEL PARTITIONS - Seismic Qualification Data,Mortenson Construction,,8/10/2021,,8/24/2021,,8/12/2021,No Action Taken or Required,No Action Taken or Required,10/11/2021,8/12/2021,31727,R,-11
,10 22 39-026-00,10 22 39-026-00 FOLDING PANEL PARTITIONS - Sample Warranty,Mortenson Construction,,8/10/2021,,8/24/2021,,8/11/2021,Approved,Approved,10/11/2021,8/11/2021,31727,R,-11
,10 22 39-027-00,10 22 39-027-00 FOLDING PANEL PARTITIONS - Product Test Reports,Mortenson Construction,,7/30/2021,,8/13/2021,,8/11/2021,No Action Taken or Required,No Action Taken or Required,10/11/2021,8/11/2021,31720,R,-11
,10 22 39-029-00,10 22 39-029-00 FOLDING PANEL PARTITIONS - Operation and Maintenance Data,Mortenson Construction,,7/13/2021,,7/27/2021,,7/14/2021,Approved as Noted,Approved as Noted,10/11/2021,7/14/2021,31707,R,-11
,10 26 00-001-00,10 26 00-001-00 WALL AND DOOR PROTECTION - Product Data,Mortenson Construction,,11/16/2020,,12/2/2020,,12/2/2020,Approved,Approved,10/11/2021,12/2/2020,31536,R,-13
,10 26 00-002-00,"10 26 00-002-00 WALL AND DOOR PROTECTION - Crash Rail Product Data, Shop Drawings, & Warranty",Mortenson Construction,,3/8/2021,,3/22/2021,,3/23/2021,Approved as Noted,Approved as Noted,10/11/2021,3/23/2021,31616,R,-11
,10 26 00-004-00,10 26 00-004-00 WALL AND DOOR PROTECTION - Shop Drawings,Mortenson Construction,,4/20/2021,,5/4/2021,,5/24/2021,Revise and Resubmit,Revise and Resubmit,10/11/2021,5/24/2021,31647,R,-11
,10 26 00-004-01,10 26 00-004-01 WALL AND DOOR PROTECTION - Shop Drawings,Mortenson Construction,,6/10/2021,,6/24/2021,,6/24/2021,Approved as Noted,Approved as Noted,10/11/2021,6/24/2021,31684,R,-11
,10 26 00-005-00,10 26 00-005-00 WALL AND DOOR PROTECTION - Corner Guard Sample,Mortenson Construction,,11/19/2020,,12/7/2020,,12/3/2020,Approved,Approved,10/11/2021,12/3/2020,31539,R,-13
,10 26 00-008-00,10 26 00-008-00 WALL AND DOOR PROTECTION - Sample Warranty,Mortenson Construction,,5/20/2021,,6/4/2021,,6/8/2021,Approved,Approved,10/11/2021,6/8/2021,31669,R,-12
,10 26 00-009-00,10 26 00-009-00 WALL AND DOOR PROTECTION - Maintenance Data,Mortenson Construction,,4/20/2021,,5/4/2021,,5/10/2021,For Information Only,For Information Only,10/11/2021,5/10/2021,31647,R,-11
,10 26 00-011-00,10 26 00-011-00 Crash Rail Sample (Premium),Mortenson Construction,,12/16/2020,,1/8/2021,,1/8/2021,Approved,Approved,10/11/2021,1/8/2021,31558,R,-18
